text,happy,
" oh dear, thats not good - I hope you get through it all with a smile",0,
Ahhhh I think the rain is gonna begin shortly,0,
there are some really scary noises coming from outside,0,
 Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,0,
puppy I wanted was adopted yesterday  I guess my dogs don`t get a little brother anytime soon. but at least he isn`t in a shelter now,0,
In class till 12  wishing the rain would go away!!,0,
 a buff guy.....unfortunatly alot of people dont know Danny`s name either which is sad   Sophie is so sweet,0,
An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,0,
" so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there!",0,
 im sorry. I fail.,0,
 plz dont fall in love with tokyo and never come home,0,
"Ride bmx on the beach in Burgas, after careoke night",0,
at BIF.... i love this buliding....,1,
" ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing & not clunky. -just a few!",0,
"loves the new Mother`s Day snl digital short, mother lover, oohhhh cornyness",1,
Back from NYC... convinced on moving to the LES by Fall,0,
"Star Wars day? I didn`t know there was a such thing  May the force, be with you <3",1,
"ned to go to beathroom, don`t know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.",0,
Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,0,
"Duuuude, Tim said that they`re making a Red vs Blue animated series! It`ll be either on Adult Swim or G4. I hope AS, coz I don`t have G4!",0,
" *laughs* reading?!  not happening!  i`m glad alice was in the shower, she should`ve seen that we were going to be worried",0,
" HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",1,
_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin` @ SN?,0,
"Being tall has its ups and downs , my legs are in pain",0,
 yummy thanks  strangely quiet too. Kids are downstairs harassing Lance,0,
I am so **** hungry it`s not even funny!,0,
 Link doesn`t work,0,
@ Nickchien _ i am happy to break my twitter virginity with you two.,1,
 we miss you in SE Asia. Come visit us when you have time.,0,
" Hey, sorry I didn`t get in touch sooner! We didn`t go by Bologna. It was out of our way",0,
is actual gonna need a new job and not just want,0,
Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!,0,
 **** your in trouble now  why don`t you try with one of those companys that buys your house for you,0,
"Ah, lets start working! Livingroom here I come",0,
"June is going to be a long, lonely month.",0,
Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,0,
My last full day of even day classes. I`m a little sad,0,
 G`night!,0,
Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though,1,
 wassup m8 ... bad day not good,0,
Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..,0,
my fab broke,0,
 i graduate at 9am on Sunday June 14th...,0,
"_x Haha, You sound like lizzie :L she`s got a sister who is older than her, and she`s like argh :@ all the time",0,
 i looooove me some star trek. runs in the family,1,
 Oh yah! My dad does that. But I don`t have a landline.,1,
http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai & an apple fritter,1,
sooo long twitters! I`m off to Cuba,0,
EXPECTO PATRONUM!!! ----- nothing happens..,0,
 Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,0,
_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..,0,
 sounds good. Appreciate the suggestion. Been a week now and we`re still offline  Time to ask for a refund...,1,
 no wine here - I don;t drink  - but I have have plenty of forbidden cholocate,0,
I know I`m already a week behind on FF. Will TRY to get one done today! Called into work 2hrs early due to problems so will be a busy day,0,
 let be me your first,0,
"dont know why so tired today  bye, time for beddy",0,
Beer pong  at 6am  with jess,0,
 just saw a baby blue regal with the word 'SLAB' written in huge letters on the side  hahaaaa,0,
 cute   Time for a twitpic ;),1,
Woo! Nachos AND ice cream  haha,0,
Will be your DJ for a little while! Tune in if you want  www.soompiradio.com ,0,
"milan is retardeddddddd, anyone wanna see my paint pic of him ???",0,
"Still @ hospital, unexpected complications",0,
 bad luck  oh well next time you will be more lucky...,0,
_Roy i tell them it`s facebook minus everything but the status updates.,0,
 thanks will try to behave,1,
" hey you, honey bear! Don`t goooooooo  puhleeezeee..",0,
"just woke up, hopefully going to see the Xmen film today?",0,
Heading to Beaumont,0,
Happy Mother`s Day! I love my mommy,1,
"Morning, up early to travel to today`s game but reli happy my bro is coming to watch me  x",1,
"My tooth is bloody killing, not sure I can wait until next week to get it fixed",0,
any other Mac users completely given up on Google Chrome?,0,
going to sleep with my baby,0,
"to  and , thanks for following me.",1,
; why is the font so huge?! small fonts rock socks,0,
" I love you, baby",1,
 What would you know about packing? You`re making poor Lauren do it all.,0,
"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",0,
its almost lunch time for you,0,
" Bill, absolutely fantastic programme. Loved the `cow bell` bit towards the end.",1,
 So you wouldn`t reply to my gorgeous hot pink shoe then?,1,
 wish you were sluttin it up w me  waaaaaaaaahhhh!!!,1,
"sure miss Chick, tho...may he RIP!",0,
any one watching justin timberlake on SNL? He is greattttt! So hilarious,1,
Listening music with my friend,0,
****! ayoko na!! I said that in tagalog cuz idk what to do anymore!,0,
_ oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad,0,
nice night  bed time; work from 4:30-8:45 tomorrow,1,
I HATE CANCER. I HATE IT I HATE IT I HATE IT.,0,
 Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world,0,
"just got back from..ahem, meal#4...was boring but had to eat nonetheless",0,
"a reply from  would  make my life, he replies usually to the people who call him ****, then he tells them he willblok them",0,
please?,1,
"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I`m going to be late",1,
" ****! First Yes, than Frank Zappa...",0,
"  i know the feeling, working so much sucks hardcore. we need to hang out soon",0,
I am not feeling well,0,
"Every time it rains, I see at least 1 ambulance",0,
Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I`m getting old,1,
i hate getting put on steroids. my face,0,
 cool !! actually i believe T.I. has just begun his jail sentence in arkansas,1,
Saw the new Star Trek movie the other day. I strongly recommend it!,1,
" yeah, but no closer to the secret of stumble.",0,
i need to write really bad. can someone go get my diary from my flat for me,0,
 I`m sure  would know of more,0,
 You have to come to Chile... with AC/DC would be fine,0,
Good morning to all- and welcome new followers!,1,
Lying in bed with my most favorit girl in the world. happy mommys day to me.,1,
Ugh i have boom boom pow stuck in my head and i hate that song,0,
 Exactly! Silent treatment is a great torture method,0,
is at the farm doing what i do best...RIDING MY **** OFF!!!...get at me,0,
"feelin depressed ,, i miss you soo **** fcking much besties  ..i wish i wouldnt have left yt",0,
 Prowse? I got a Christmas card of him last year.  & I wish I had the money right now. Saving for an apartment,0,
 i would be looking forward to seeing you tonight if i was going,1,
 everything is near here in SG! but you have a point--sana hindi sa Jurong East ang office ni ,0,
is super happy at the new interest rate.  whoop whoop.,1,
" I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",1,
Im a loner  haha suckss,0,
"Is in the badbooks again, don`t know why I bother",0,
i was too slow to get $1 Up tix,0,
Blogging-- http://13tolife.us/ Mentioning links to contests where you might just win a free book or two!,0,
 yeah  just told Stanley its the only time I want to slap girls icky **** encoraging bad behavior,0,
 totally! I`ve been waitin for somethin new and thought provoking at mj.name,1,
my tummy hurts!,0,
Way to many people were crying at the school picnic and now I have to decide if I want to go back or go to public. I`m confused and sad,0,
 but thats 7 weeks away  Im sure we got by only tweeting at night before?,0,
 bit excited are u bradie lol,1,
 - mostley yellow and green,0,
"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame",0,
Back from Miami. I miss South Beach,0,
First sports banquet without katie,0,
 Yay! Thank you.. Feels like ur yelling at us   LOL,0,
 so nice to meet you too!  is the best for bringing me along,1,
" LOL, very true. I`ve been keeping an eye out for that - they arent very tech savvy so I`ve been alright thus far",0,
" well it sounds delicious! i`ll be laying out on my patio tom, sans pool!  Enjoy your burgers!!",1,
dinner was yummy and all... but i`m still super tired after all the things we went through to enroll for college.,0,
"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!",0,
Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than    Having fun so far!,1,
"_crazyangel oh noooo, did he not get through?",0,
and now its raining,0,
" haha, yeah i meant mall! -winks back-",1,
1/2 day tomorrow  carla coming over after school.,0,
"Welcoming new #followers: , ,   ,  & . Thanks for the love. Tweet on!",1,
 love u!! and love mr. player! come visit me  i miss u girls,1,
its awful breezy out here good thing they sold blankets!,0,
I miss the concert Tuesday already. I`d really like a time machine to go see it again... It was so fun...,0,
"Need to dye my hair, can see a slight hint of ginger",0,
"_World LOL! poor cubbies! brewers on a roll?? my rangers lost, but my Leafs won!",0,
its like 2 in the morning..sometimes I just don`t know exactly what is best to do..but I will def. figure it out!  ...HAPPY MOMS DAY!,0,
"Home, getting ready to back to work on Monday.  Maternity leaves is up",0,
 Hi Serena just want to say good luck in Madrid and Paris this month,1,
"  i got one too, but it was on a usb key without the fancy packaging",0,
 yeah...she passed last week.  so sad!,0,
 lol The sun is hiding hes having a lie in  hows you?,0,
 I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis,0,
  i just want to wish your mom a happy mothers day!,1,
 thank you for the re-tweet,1,
_beanz **** sorry to hear that tina...,0,
 i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),0,
 hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea,1,
Indo Girl in Thai Traditional Clothes being object for tourist at Wat Arun,0,
 whoa... if the alcohol won`t get you buzzed... the price will,0,
Can`t sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,0,
Plans were taking flight to go out tonight but they`re now sinking in the Hudson since I have to work in he morning. Stupid bird strike.,0,
- me and my mom`s cars were broken into.  I feel violated.,0,
Twas a good show. I even liked Ciara`s last song.   Time for me to go to bed. G`night!,1,
Ugh!! Why isn`t inFamous on xbox360!!!?? **** lame.. Its only on PS3..,0,
" Great stuff, can`t wait to hear it!",1,
hommmmmme! good day,1,
"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!",0,
"made it into leadership, buttt i`m still not happy! how can i enjoy it without my best friend?",0,
" Hi Mel, if you feel unhappy just take a bit of fries but don`t overdo.  If can help it don`t",0,
 Haha of course! That`s my favorite album of all time,1,
 im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!,0,
"If anyone has a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?",0,
I meant mamas,0,
i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!,0,
 Hey! That`s about what ours was... for round 1. :/ Round 2 next week...,0,
"Woke up.. Walked out of my room, and a bug flew in my eye",0,
I don`t want to work tomorrow. I don`t feel good. Haven`t felt good in 4 days =/ My body needs rest but my mind won`t slow down!,0,
Is not looking forward to the LSAT,0,
enjoying the great sunshine.. from indoors.. I don`t feel good today,0,
my stupid msn wont sign in,0,
So guttered that Ruby got eliminated from NZNTM..  I`m all about supporting the locals. Haha. Hosanna better not win..!,0,
http://twitpic.com/4wh0o - My mommys gummy mothers day posterrr!,0,
 one of my favorite quotes ever,1,
had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0,0,
 Go girl!! Start your day out right...gotta love that!,1,
 you didn`t say you were leaving yesterday! You won`t see me at the house anymore once you get back... tear tear,0,
 Thanks for the well wishes and hope ur day is also quite successful,1,
Updating to the latest version of Adium now. What a great app!,1,
Happy #juddday everybody!,1,
Sitting outside with my laptop  Its kinda nice,1,
_Lia Should have grabbed some on the way to work,0,
Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,0,
speechless,0,
" ooh i know it, i can hold your hand",0,
going down the post office to try and sort this whole ebay hacker thing,0,
I thought when u go #2 your tummy is supposed to feel better not worse,0,
"http://twitpic.com/675t7 - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",0,
Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.,0,
My brain hurts,0,
good night fellow Twitterati. back to work tomorrow,1,
"i was awake 7 hours ago, should have checked twitter",0,
Just want to wish everyond a Happy Mother`s Day. Hope it`s a great one!,1,
"Dagnamit, latest power twitter update is pants - no clickable links",0,
I smashed my pinky in julia`s car door... **** my life...,0,
new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,0,
Chilling at home,1,
Off work,0,
" You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",1,
Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,0,
 I trailed the streets of Sheffield and couldn`t find the pub!  And all the numbers I had were landlines. How goes it?,0,
dedicating the next 2 hours to cleaning the house,0,
 Sunday and Mother`s day!,0,
http://bit.ly/s7hQe   Translate XMind to your language.,0,
Happy Mothers Day,1,
" Happy Mothersday btw! Look at the bright side, you can chill all day today",1,
Bored... Some vector ****... Off to work after this class..,0,
Having Fever  dont feel to work,0,
i finished all my work!,0,
" No this is not redirects, this is just updating posts on our website massage.dk .. next item => publish, next item => pulish",0,
 We were so busy I didn`t even get to talk with you!!  Please tell me you got your lipstick?!,0,
 It`s called a RipStick.  When I had a job I sold a lot of those...,0,
 Sorry to hear.,0,
" Hey boys, do you wanna see my teeth? (**** it, twitter donï¿½t wanna change my picture)",0,
" *hugs* me not sad really, me just messing",0,
 in the sun and changing my default icon just for you  what`re your plans?,0,
 do you have a password for the San Diego show? Mine is not working,0,
finished watching the movie `mirrors`. I liked it but it really didnt do anything for me  5 out of ten i give it   // cool http://g ...,1,
"_haze aww I^m sorry that Ray Wise has appeared on the show yet   , I watch  everyday except for Friday its a best of AOTS.",0,
" they are, aren`t they.",0,
"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only",1,
Poor little MBA is on fire again,0,
 g`mornin,1,
My mind automatically wakes up at 7. Huge fail -- it`s SUMMER!  Good morning nonetheless. Gonna get ready for work now.,0,
I gotta do my assignments tomorrow  OMG mackillop has swine,0,
_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.,0,
 it`s been hectiv runny around after the women but goof  just making them both a surprise now,0,
"Monday mornin`, back to work today. Good thing I live my job.",1,
"throat is reallyyyyy sore , i can barely talk",0,
"This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://bit.ly/Ba3Nf",0,
Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,0,
 did u try taco n mac n cheese pizza???? I`m so cravin it right now BUT all the good food makes me sick,0,
ping pong tomorrow,0,
mum`s day - ended up being happy  not that it`s my day or anything....,1,
 haha check out our site its got some good ones too,1,
" Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting `in the flesh` too!",1,
gettin ready for school my new converse come in today!,0,
With my baby drinking. God I love her,1,
the sun burned me today....my arms look angry  Party tonight tho babes! woop!,0,
_Nicole wow you are lucky  happy birthday!,1,
vineri...nimic special sau probabil un alt weekend pierdut...,0,
Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,0,
"if i make some madeleines, i need to have a bake sale or something. god. boredom needs to = something other than baking",0,
 I want one  wanna give me one? ;),0,
 ah helping my friend move and will defo be having a well deserved pint after it that`s for sure,1,
is clamped out...haha,0,
...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,0,
: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,0,
I wish GM stock would turn around at 80 cents a share I would be willing to buy some...if I knew it would do something,1,
 Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,1,
"how is it, is it good?  _flora",0,
" TV is shite,thank god for youtube",0,
 anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today',0,
 Absolutely ...,0,
im well bored  had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),0,
 Likewise. But I don`t know anyone who uses gtalk and the likes so I`m not holding much hope,0,
"Back @ work, migraine lingering   Can`t wait for the weekend!",0,
 You`re gonna wear pink outfits??? I assume she bought it for you,0,
going to look in the refrigerator for a taste snack to eat,1,
So treat your Mom`s like Queen`s cuz they are,1,
 i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol,0,
 of course its not coming to boise,0,
My Boss is in Las Vegas on the 14th A.P.P. Conference.......pfff,0,
" although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring",1,
"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",1,
"_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!",0,
 tweet often and it`ll draw followers to you,0,
_trick It`s all good  The next 6 months are going to be awesome.,1,
http://twitpic.com/67twh - This has never happened before =/ orange blinky lights. I think I`ve broke my battery again,0,
"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",0,
 LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!,0,
New phone isn`t syncing with my computer...I need numbers,0,
" What makes me sad is when I follow someone I converse with and have similar bios, but they don`t follow me back!",0,
I keep on falling asleep when I`m suppose to be awake. I miss my babyy..,0,
 I love #polaroid - such a shame they don`t make the film for it anymore,0,
Im so down! The AC in my house just broke,0,
" Yes, soak it up for sure. It`s gonna be fast n furious. Only one show this year  More reason to revel in the moment.",1,
"Had a great day, apart from the fact that I bought a USB HUB and as soon as I plugged it in, it broke!!!!    **** you Tesco!!!!!!",0,
ah remember the days when you`d sleep in until noon? well guess who did that today? god i feel like a loser,0,
waitin for some Fall out boy,0,
 Her new cd is lovely.,1,
'The weather outside is weather' hahah made me feel better,1,
just got home from the sunshine coast,0,
Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,1,
'locked up abroad' makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo,0,
_ more than youl ever no ! !! ! !!   ****,0,
 hehehehe oh i love the Purate ENglish sooo much,1,
really not feelin well...,0,
 ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!,1,
  what`s going on ?,0,
" I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would`ve just come over lol",1,
 hey  what`s up?,0,
 pooof .nirvana. Did that work?  http://myloc.me/tDl,0,
Just got back from baby sitting. It went well.,1,
" Yeah I`ve been going there for the last month!!  SO amaaaazing, I`ll bring some back for you",1,
 Oh I had lots put on my desk during those years  I guess if they`ve done it to you then it would be ok to do it back lol,1,
 aw. wasn`**** sad?! give ginger a little pat on the head for me!  mwah!,0,
" You might have too. One of them accused you guys to being 'One Sided' on the issue. They`re getting way, way out of hand.",0,
 alredy had my chocolate  it is impossible to resist ;),1,
Feeling nauseous and can`t sleep.,0,
is super stressed!,0,
 Have you managed to breathe since getting the news?,0,
"Ugh, I hate 90 degree weather",0,
"Oh hey, look, North Korea are going to kill us all; or at least some of us.",0,
i just had the weirdest dream ever and can`t see because owi credo is too brighi. But i hate guys,0,
" Happy Birthday, David",1,
"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki`s book so i can hire a cleaner",0,
 How about SUSE?,0,
I`m surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better  thank u Jesus,0,
"I think I messed up my back, its been like this all day",0,
Is @ the pantry,0,
the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED,1,
 awww  don`t do this to meee haha now you`re gonna make me saddd,0,
"_you Ah! Haha that`s exciting. If I ever come to Australia we are definitely gonna have a movie night, FYI",1,
 trouble is i don`t think any of this is helping my wrists.,0,
It`s the start of a new week with tons of new photos to take and edit  Yay!!,0,
 so early??,0,
"Think it may be time for a  lemsip soon, having a cold really sucks",0,
 I could have! I had extra tickets. Plus we had two Twitter Giveaways  We`ll get you next time.,0,
Hangin with the fam! My head is hurtin,0,
 the step show was fantabulous! (hi  !) my sis`s group won 2nd in their division and 2nd in the show overall! WHOO!,1,
 http://tinyurl.com/c33ffv thats what im making for dinner very yummy,1,
god opened the clouds and said i hate you josh,0,
" and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them",1,
 - so sweet  why aren`t you out livin` it up this saturday night?,1,
 i wish i was still in my jams,1,
" they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes",0,
"Going to bed, night all",0,
http://twitpic.com/67l90 -  girrrrrrrrlll i`m going to miss you so bad!!!!,0,
. Haha I want another bagel. I have all this blueberry cream cheese left and no more bagel,0,
just dropped my biscuit in my tea,0,
"You know when your make late night calls to India team members for more pictures, your struggling with your message.  Thanks .",0,
lotsa water. it`s already dark out,0,
getting rained out @ the devon horse show.  *head desk*,0,
"tiny PhD`s will do, because those bigger than me keep taunting me",0,
"seriously underrated.. `porridge`, the best breakfast in the world... ever. doesn`t need to be gloopy, as long as it is made just right",0,
In this exact moment i have decided that in some point in my life.. i am going to adopt a child,1,
Sick daddy  send prayer his way,0,
" wow,that must be sooo cool",1,
_benson loved the #MacarAMBER!!!,1,
"I am sick, very sick, sore throat and flu",0,
 What are we doin!!?? Tell me! tell me!,0,
didn`t know the statue in the Venetian was a real man and screamed so loud everyone laughed,0,
thanx peeps 4 following me,1,
_tina @_adriii guys  i am literally going to sydney in the june/july hols. can we meet? i wanna try one of those lindt cafes!,0,
 I don`t know what to write anymore! My mind must be tired. It`s past midnight here already. Do a tour in the Philippines?,0,
Gone to the shiggity shwa. back Sunday.,0,
"just got back from the BBQ, i got sunburn on my legs, well sore",0,
 I`m the heir to the over draft,0,
 hahahahah!! 04 would be the chief contributors. lol.,0,
 It often pays to wait,0,
 imagine i would say'bitch!' lol if i were ma d! haha but im not cuz ur cool,1,
 no go on the bro down tonight for brett,0,
 seen u a couple of times. Liked it,1,
"Feels really sick. Just puked my guts out.    help, please.",0,
in a meeting discussion colour of bikeshed,0,
Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me,0,
I try soo hard toget what I want.. & I always end up having a goose egg..,0,
"  being a fan is certainly not about being attractive. But, if you like the pink, to each their own  #canucks",0,
 voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset,1,
 *bows* glad to be of service,1,
 it was me the whole time I did a ton of things so u would believe me but u wouldn`t listen or let me prove it. Or blve me,0,
Off to finish the book 'nudge' then going to write some,0,
 No one to rub it in,0,
 HA ha - how much?  Thanks for starting to follow me.,1,
OK its official I'M OLD! at least I feel likewise OLD & TIREDD & WASTED!!,0,
" **** dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert...",0,
"wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps.",0,
 ohyeahhh  hate the heat!  http://twitpic.com/665a2,0,
Ordered a new computer! Unfortunately it won`t get here until the end of June.,0,
"You make me smile....it will get better, you have to believe that",1,
at work  closing files,0,
We expect One Man Band to be released sometime next week,0,
 I really ought to pay more attention to my phone tweets... Sure! The more moives the better.,1,
Whoops - I got sunburnt,0,
 'Perfect Practice makes Perfect',1,
Just woke up  shopping today for my birthday....kinda,0,
_Thompson u may need this pill...i think u are crazy...here take on of mine,0,
Heading to XS with Nadia!! Yeee!,1,
" never tried to FTP to S3, but I use FireFTP (Firefox browser addin) ... no mention of S3 support on their site though.",0,
"damnnn this day came to fast, but i cherished all the moment i had",1,
I dont care what kind of graphics or engines video games have nowadays. They are nothing compared to The Oregon Trail and Carmen Sandiego,0,
Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,1,
dang need to go to cousins and i didnt upload all the videos  now i need to do it later!,0,
"hurt my left knee somehow last night, hurts to walk",0,
night 5 not talking to my victor  i`m so bored at night now. grrrr i hate this ****,0,
 selfupdate and clean ruby fixed that part but now its failing on rb-rubygems,0,
Shopping with  beckyyy . Going to starbucks in a minute.,0,
"all pugged in and ready to go. device updates on, so feel free to bombard me at any time.  Time to actually get something done.",0,
"Back from the gym, just checkin` email. Gonna go watch an old movie or something. It`s a little cool out to sit outside and read!",0,
 I like your new profile pic. Very cute,1,
@__emilyy you guys are the bomb haha,0,
just got back from seeing Star Strek,0,
" haha we just say two weeks, but please do continue with the BrE it`s great",1,
 lol trying to take after her old man eh? Good for her! hehehe very cute!,1,
what fun!  I got retweeted by a bot,1,
 No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!,0,
" that`s family for you  imna crash, woke up 630 3 days in a row....lol",0,
 thanks!,1,
Just getting an additional free day,0,
Great day. And another one awaits,1,
 Happy Mother`s Day!  Hugs~,1,
missed iron chef,0,
"_Cullen10 That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*",1,
 hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,1,
Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria,1,
 http://twitpic.com/66y00 - Niceee  Hey i never get stickersss,0,
Is revisingg,0,
In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it,1,
Man i cant belive that you did what you did? Everything does not look as good as it is..,0,
I feel 5 pounds lighter,0,
SO MUCH WORK !,0,
 holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though,0,
" yeeh. i also have a thing for drummers  basically, all guys have 2 do is play an instrument or sing and im all theirs :p",1,
I`m craving something salty in my mouth!  Tired of pretzels tho.,0,
" yw, it gets really hot there in the middle of the summer like 110+ but right now its perfect! and less then an hour away.",1,
" indeed, we live a life on the edge of things, and one foot foul of the law!!",0,
" http://twitpic.com/2uzx4 - haha, his heads bigger than yours! awwwh, lol",1,
45 minutes until im off from work. I guess i`ll go back to work in 15 minutes. It`s slow today thank god for one of those days,1,
oh no! :| no more celebrity ding dong for ages,0,
"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That`s nice of Simon to take charge.",1,
happy mothers day to all motherssss!  <3333,1,
Please don`t forget us,0,
New toys.,0,
 If it doesn`t work out drop me a line. I would love to talk with you more about this,1,
 i had a blast at the sale today! had one pair of cords mis sized tho  but still worth it! might come back tomorrow! thankssss,1,
 damnit i didn`t  but neither did you so win!,0,
 its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore,0,
wow officially i have no life this month! LOL my friends dont believe me when i say they need to BOOK IN ADVANCE!,0,
"Finally finished that topic. Quick revision break, then on to How far did Heath change the Conservative party?",0,
flordia- and - where do u send in the pictures of the shrits? saw ur update on facebook,0,
"Not so good at remembering to do this twitter thing, sorry everybody! I leave for Tibet today...with a head cold",0,
Harley passed away in December 2008  http://apps.facebook.com/dogbook/profile/view/616974,0,
 I SOOOOOOOOOOOOOOOOO NEED TO SEE U  IM ON SOME BS 4REAL DEADASS LMAO,0,
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,0,
There are some great honey based recipes for you & the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week,1,
 MMM - BTW I was just talking to you & you were gone.  2.95%,0,
Sadly I am bprohibiting myself from tweeting tonight. Sorry,0,
 Sounds good. 'This patch was brought to you by ...',1,
 It`s not much better than instant.,0,
"Far too sick to sing.  I`ve got a post nasal drip and a sore throat, just sent my sorry I won`t be there email",0,
 how fun!  where is the twitpic! I had purple hair once...,1,
 I know.     #hhrs,0,
Still working in the database and trying to decide what I want to eat.,0,
Making pork stir-fry and brown rice for dinner.,0,
oh men..not in the mood  I`ll go home tomorrow..wanna be w/ my family..its my birthday,0,
Last day at DMA over!     a million sad faces.,0,
" any ideas, tempat apa yang paling cocok? jupiter seru juga",0,
" Yes otherdad   Wait, do I go back to sleep or cause mischief?",0,
Ouch...waited to long to get eyebrows waxed,0,
Is working allll weeekend,0,
